TITLE = "PIV"
VARIABLES = "x", "y", "u", "v"
ZONE T="0", I=75, J=42
2.080000000000000000e+02 2.400000000000000000e+02 -7.368063181638717651e-02 1.085678768157958984e+01
2.240000000000000000e+02 2.400000000000000000e+02 -9.732589721679687500e-01 8.930021286010742188e+00
2.400000000000000000e+02 2.400000000000000000e+02 -4.060066223144531250e+00 1.066067123413085938e+01
2.560000000000000000e+02 2.400000000000000000e+02 -5.475542068481445312e+00 1.276654815673828125e+01
2.720000000000000000e+02 2.400000000000000000e+02 -6.813964843750000000e+00 1.635047531127929688e+01
2.880000000000000000e+02 2.400000000000000000e+02 -6.554868698120117188e+00 1.922683525085449219e+01
3.040000000000000000e+02 2.400000000000000000e+02 -5.421701431274414062e+00 1.919347572326660156e+01
3.200000000000000000e+02 2.400000000000000000e+02 -4.205657958984375000e+00 1.836058044433593750e+01
3.360000000000000000e+02 2.400000000000000000e+02 -3.325014114379882812e+00 1.770385360717773438e+01
3.520000000000000000e+02 2.400000000000000000e+02 -2.642009735107421875e+00 1.728556632995605469e+01
3.680000000000000000e+02 2.400000000000000000e+02 -2.095172882080078125e+00 1.701574325561523438e+01
3.840000000000000000e+02 2.400000000000000000e+02 -1.624637603759765625e+00 1.677839660644531250e+01
4.000000000000000000e+02 2.400000000000000000e+02 -1.253072738647460938e+00 1.657228851318359375e+01
4.160000000000000000e+02 2.400000000000000000e+02 -1.014657974243164062e+00 1.643144035339355469e+01
4.320000000000000000e+02 2.400000000000000000e+02 -8.526859283447265625e-01 1.636504936218261719e+01
4.480000000000000000e+02 2.400000000000000000e+02 -6.246356964111328125e-01 1.628293609619140625e+01
4.640000000000000000e+02 2.400000000000000000e+02 -4.257316589355468750e-01 1.618707847595214844e+01
4.800000000000000000e+02 2.400000000000000000e+02 -2.989826202392578125e-01 1.611353111267089844e+01
4.960000000000000000e+02 2.400000000000000000e+02 -1.773204803466796875e-01 1.604235458374023438e+01
5.120000000000000000e+02 2.400000000000000000e+02 -1.277256011962890625e-01 1.601520729064941406e+01
5.280000000000000000e+02 2.400000000000000000e+02 -9.498023986816406250e-02 1.599125385284423828e+01
5.440000000000000000e+02 2.400000000000000000e+02 -3.956604003906250000e-02 1.598816394805908203e+01
5.600000000000000000e+02 2.400000000000000000e+02 2.501106262207031250e-02 1.599751567840576172e+01
5.760000000000000000e+02 2.400000000000000000e+02 6.288528442382812500e-02 1.600744247436523438e+01
5.920000000000000000e+02 2.400000000000000000e+02 6.502532958984375000e-02 1.598233509063720703e+01
6.080000000000000000e+02 2.400000000000000000e+02 6.093215942382812500e-02 1.595346260070800781e+01
6.240000000000000000e+02 2.400000000000000000e+02 7.154846191406250000e-02 1.592578029632568359e+01
6.400000000000000000e+02 2.400000000000000000e+02 1.058197021484375000e-01 1.589277172088623047e+01
6.560000000000000000e+02 2.400000000000000000e+02 1.216983795166015625e-01 1.584900760650634766e+01
6.720000000000000000e+02 2.400000000000000000e+02 1.144847869873046875e-01 1.581055736541748047e+01
1.600000000000000000e+01 2.560000000000000000e+02 -2.246990203857421875e-01 1.598637008666992188e+01
3.200000000000000000e+01 2.560000000000000000e+02 -2.863101959228515625e-01 1.593225860595703125e+01
4.800000000000000000e+01 2.560000000000000000e+02 -3.406658172607421875e-01 1.582790374755859375e+01
6.400000000000000000e+01 2.560000000000000000e+02 -3.982563018798828125e-01 1.560893821716308594e+01
8.000000000000000000e+01 2.560000000000000000e+02 -4.536285400390625000e-01 1.523435878753662109e+01
9.600000000000000000e+01 2.560000000000000000e+02 -4.327869415283203125e-01 1.481292724609375000e+01
1.120000000000000000e+02 2.560000000000000000e+02 -2.784881591796875000e-01 1.437958526611328125e+01
1.280000000000000000e+02 2.560000000000000000e+02 2.799148559570312500e-01 1.404210662841796875e+01
1.440000000000000000e+02 2.560000000000000000e+02 1.514839172363281250e+00 1.356756401062011719e+01
1.600000000000000000e+02 2.560000000000000000e+02 3.324958801269531250e+00 1.303666305541992188e+01
1.760000000000000000e+02 2.560000000000000000e+02 3.561428070068359375e+00 1.147415924072265625e+01
1.920000000000000000e+02 2.560000000000000000e+02 1.291625976562500000e+00 1.005392456054687500e+01
2.080000000000000000e+02 2.560000000000000000e+02 -4.969093322753906250e+00 5.462688446044921875e+00
2.240000000000000000e+02 2.560000000000000000e+02 -8.307134628295898438e+00 9.495901107788085938e+00
2.400000000000000000e+02 2.560000000000000000e+02 -7.374362945556640625e+00 1.113069152832031250e+01
2.560000000000000000e+02 2.560000000000000000e+02 -8.472482681274414062e+00 1.375889968872070312e+01
2.720000000000000000e+02 2.560000000000000000e+02 -9.103515625000000000e+00 1.702533721923828125e+01
2.880000000000000000e+02 2.560000000000000000e+02 -7.605281829833984375e+00 1.800020217895507812e+01
3.040000000000000000e+02 2.560000000000000000e+02 -6.072708129882812500e+00 1.790671920776367188e+01
3.200000000000000000e+02 2.560000000000000000e+02 -4.706182479858398438e+00 1.726564407348632812e+01
3.360000000000000000e+02 2.560000000000000000e+02 -3.702184677124023438e+00 1.686602592468261719e+01
3.520000000000000000e+02 2.560000000000000000e+02 -2.964401245117187500e+00 1.663570404052734375e+01
3.680000000000000000e+02 2.560000000000000000e+02 -2.337434768676757812e+00 1.648529243469238281e+01
3.840000000000000000e+02 2.560000000000000000e+02 -1.817132949829101562e+00 1.635574913024902344e+01
4.000000000000000000e+02 2.560000000000000000e+02 -1.388410568237304688e+00 1.621025085449218750e+01
4.160000000000000000e+02 2.560000000000000000e+02 -1.086141586303710938e+00 1.611669349670410156e+01
4.320000000000000000e+02 2.560000000000000000e+02 -8.650684356689453125e-01 1.609887886047363281e+01
4.480000000000000000e+02 2.560000000000000000e+02 -6.555137634277343750e-01 1.607742309570312500e+01
4.640000000000000000e+02 2.560000000000000000e+02 -4.827499389648437500e-01 1.603713607788085938e+01
4.800000000000000000e+02 2.560000000000000000e+02 -3.472518920898437500e-01 1.601769256591796875e+01
4.960000000000000000e+02 2.560000000000000000e+02 -2.320518493652343750e-01 1.601108551025390625e+01
5.120000000000000000e+02 2.560000000000000000e+02 -1.586093902587890625e-01 1.597226810455322266e+01
5.280000000000000000e+02 2.560000000000000000e+02 -1.279201507568359375e-01 1.592971706390380859e+01
5.440000000000000000e+02 2.560000000000000000e+02 -7.248306274414062500e-02 1.593330001831054688e+01
5.600000000000000000e+02 2.560000000000000000e+02 2.517700195312500000e-04 1.595995521545410156e+01
5.760000000000000000e+02 2.560000000000000000e+02 4.725837707519531250e-02 1.595869541168212891e+01
5.920000000000000000e+02 2.560000000000000000e+02 5.922889709472656250e-02 1.592107200622558594e+01
6.080000000000000000e+02 2.560000000000000000e+02 5.375289916992187500e-02 1.590024852752685547e+01
6.240000000000000000e+02 2.560000000000000000e+02 5.570983886718750000e-02 1.589857006072998047e+01
6.400000000000000000e+02 2.560000000000000000e+02 7.810211181640625000e-02 1.588534832000732422e+01
6.560000000000000000e+02 2.560000000000000000e+02 8.657073974609375000e-02 1.586340522766113281e+01
6.720000000000000000e+02 2.560000000000000000e+02 9.150505065917968750e-02 1.582501888275146484e+01
1.600000000000000000e+01 2.720000000000000000e+02 -2.733573913574218750e-01 1.600966072082519531e+01
3.200000000000000000e+01 2.720000000000000000e+02 -3.817996978759765625e-01 1.598230552673339844e+01
4.800000000000000000e+01 2.720000000000000000e+02 -4.829788208007812500e-01 1.592854118347167969e+01
6.400000000000000000e+01 2.720000000000000000e+02 -6.286926269531250000e-01 1.578933238983154297e+01
8.000000000000000000e+01 2.720000000000000000e+02 -7.957611083984375000e-01 1.551958942413330078e+01
9.600000000000000000e+01 2.720000000000000000e+02 -8.153915405273437500e-01 1.519282245635986328e+01
1.120000000000000000e+02 2.720000000000000000e+02 -6.835079193115234375e-01 1.492433547973632812e+01
1.280000000000000000e+02 2.720000000000000000e+02 1.663780212402343750e-02 1.471260452270507812e+01
1.440000000000000000e+02 2.720000000000000000e+02 1.283756256103515625e+00 1.462631225585937500e+01
1.600000000000000000e+02 2.720000000000000000e+02 2.542247772216796875e+00 1.409585189819335938e+01
1.760000000000000000e+02 2.720000000000000000e+02 1.120658874511718750e+00 1.174453735351562500e+01
1.920000000000000000e+02 2.720000000000000000e+02 -4.395839691162109375e+00 7.118574142456054688e+00
2.080000000000000000e+02 2.720000000000000000e+02 -8.941913604736328125e+00 5.967752456665039062e+00
2.240000000000000000e+02 2.720000000000000000e+02 -1.148236656188964844e+01 9.426462173461914062e+00
2.400000000000000000e+02 2.720000000000000000e+02 -1.257180976867675781e+01 1.211599159240722656e+01
2.560000000000000000e+02 2.720000000000000000e+02 -1.169058418273925781e+01 1.487578392028808594e+01
2.720000000000000000e+02 2.720000000000000000e+02 -9.854169845581054688e+00 1.623768615722656250e+01
2.880000000000000000e+02 2.720000000000000000e+02 -7.878566741943359375e+00 1.656155776977539062e+01
3.040000000000000000e+02 2.720000000000000000e+02 -6.184272766113281250e+00 1.643227767944335938e+01
3.200000000000000000e+02 2.720000000000000000e+02 -4.859174728393554688e+00 1.610850715637207031e+01
3.360000000000000000e+02 2.720000000000000000e+02 -3.880266189575195312e+00 1.601678276062011719e+01
3.520000000000000000e+02 2.720000000000000000e+02 -3.114448547363281250e+00 1.593087387084960938e+01
3.680000000000000000e+02 2.720000000000000000e+02 -2.443662643432617188e+00 1.589078712463378906e+01
3.840000000000000000e+02 2.720000000000000000e+02 -1.894905090332031250e+00 1.589761829376220703e+01
4.000000000000000000e+02 2.720000000000000000e+02 -1.486846923828125000e+00 1.581319713592529297e+01
4.160000000000000000e+02 2.720000000000000000e+02 -1.142005920410156250e+00 1.581249237060546875e+01
4.320000000000000000e+02 2.720000000000000000e+02 -8.898429870605468750e-01 1.585509014129638672e+01
4.480000000000000000e+02 2.720000000000000000e+02 -6.721019744873046875e-01 1.588780784606933594e+01
4.640000000000000000e+02 2.720000000000000000e+02 -4.886188507080078125e-01 1.588492012023925781e+01
4.800000000000000000e+02 2.720000000000000000e+02 -3.680534362792968750e-01 1.589842128753662109e+01
4.960000000000000000e+02 2.720000000000000000e+02 -2.761497497558593750e-01 1.590786361694335938e+01
5.120000000000000000e+02 2.720000000000000000e+02 -1.766700744628906250e-01 1.587620067596435547e+01
5.280000000000000000e+02 2.720000000000000000e+02 -1.290340423583984375e-01 1.585173511505126953e+01
5.440000000000000000e+02 2.720000000000000000e+02 -7.093048095703125000e-02 1.585550880432128906e+01
5.600000000000000000e+02 2.720000000000000000e+02 -2.382850646972656250e-02 1.587041568756103516e+01
5.760000000000000000e+02 2.720000000000000000e+02 9.431838989257812500e-03 1.587250041961669922e+01
5.920000000000000000e+02 2.720000000000000000e+02 3.658294677734375000e-02 1.583528900146484375e+01
6.080000000000000000e+02 2.720000000000000000e+02 3.061294555664062500e-02 1.581634330749511719e+01
6.240000000000000000e+02 2.720000000000000000e+02 2.806663513183593750e-02 1.583900070190429688e+01
6.400000000000000000e+02 2.720000000000000000e+02 5.923461914062500000e-02 1.586462688446044922e+01
6.560000000000000000e+02 2.720000000000000000e+02 7.998085021972656250e-02 1.587508392333984375e+01
6.720000000000000000e+02 2.720000000000000000e+02 9.189414978027343750e-02 1.582954502105712891e+01
1.600000000000000000e+01 2.880000000000000000e+02 -2.292671203613281250e-01 1.604174995422363281e+01
3.200000000000000000e+01 2.880000000000000000e+02 -3.767948150634765625e-01 1.603839111328125000e+01
4.800000000000000000e+01 2.880000000000000000e+02 -5.546321868896484375e-01 1.605113220214843750e+01
6.400000000000000000e+01 2.880000000000000000e+02 -7.533607482910156250e-01 1.601905632019042969e+01
8.000000000000000000e+01 2.880000000000000000e+02 -9.931297302246093750e-01 1.589678001403808594e+01
9.600000000000000000e+01 2.880000000000000000e+02 -1.058876037597656250e+00 1.572610855102539062e+01
1.120000000000000000e+02 2.880000000000000000e+02 -7.625732421875000000e-01 1.561896800994873047e+01
1.280000000000000000e+02 2.880000000000000000e+02 1.317596435546875000e-01 1.547922039031982422e+01
1.440000000000000000e+02 2.880000000000000000e+02 1.583303451538085938e+00 1.559387588500976562e+01
1.600000000000000000e+02 2.880000000000000000e+02 2.743278503417968750e+00 1.543369293212890625e+01
1.760000000000000000e+02 2.880000000000000000e+02 -6.449794769287109375e-01 1.279693031311035156e+01
1.920000000000000000e+02 2.880000000000000000e+02 -6.704532623291015625e+00 8.132917404174804688e+00
2.080000000000000000e+02 2.880000000000000000e+02 -9.801776885986328125e+00 8.699005126953125000e+00
2.240000000000000000e+02 2.880000000000000000e+02 -1.121801948547363281e+01 1.012412643432617188e+01
2.400000000000000000e+02 2.880000000000000000e+02 -1.214665222167968750e+01 1.169550514221191406e+01
2.560000000000000000e+02 2.880000000000000000e+02 -1.089162826538085938e+01 1.365703201293945312e+01
2.720000000000000000e+02 2.880000000000000000e+02 -9.180591583251953125e+00 1.437495231628417969e+01
2.880000000000000000e+02 2.880000000000000000e+02 -7.436403274536132812e+00 1.457293510437011719e+01
3.040000000000000000e+02 2.880000000000000000e+02 -5.967847824096679688e+00 1.481019973754882812e+01
3.200000000000000000e+02 2.880000000000000000e+02 -4.808607101440429688e+00 1.505442619323730469e+01
3.360000000000000000e+02 2.880000000000000000e+02 -3.835439682006835938e+00 1.516017055511474609e+01
3.520000000000000000e+02 2.880000000000000000e+02 -3.038665771484375000e+00 1.520310783386230469e+01
3.680000000000000000e+02 2.880000000000000000e+02 -2.378334045410156250e+00 1.528988361358642578e+01
3.840000000000000000e+02 2.880000000000000000e+02 -1.865272521972656250e+00 1.545212745666503906e+01
4.000000000000000000e+02 2.880000000000000000e+02 -1.467624664306640625e+00 1.546324443817138672e+01
4.160000000000000000e+02 2.880000000000000000e+02 -1.144804000854492188e+00 1.552313423156738281e+01
4.320000000000000000e+02 2.880000000000000000e+02 -8.920669555664062500e-01 1.564143562316894531e+01
4.480000000000000000e+02 2.880000000000000000e+02 -6.821212768554687500e-01 1.572610569000244141e+01
4.640000000000000000e+02 2.880000000000000000e+02 -4.902019500732421875e-01 1.576361370086669922e+01
4.800000000000000000e+02 2.880000000000000000e+02 -3.564853668212890625e-01 1.579650115966796875e+01
4.960000000000000000e+02 2.880000000000000000e+02 -2.600307464599609375e-01 1.581284427642822266e+01
5.120000000000000000e+02 2.880000000000000000e+02 -1.704196929931640625e-01 1.579142284393310547e+01
5.280000000000000000e+02 2.880000000000000000e+02 -1.195545196533203125e-01 1.579546928405761719e+01
5.440000000000000000e+02 2.880000000000000000e+02 -6.983566284179687500e-02 1.581305217742919922e+01
5.600000000000000000e+02 2.880000000000000000e+02 -1.826095581054687500e-02 1.581627082824707031e+01
5.760000000000000000e+02 2.880000000000000000e+02 -2.391815185546875000e-03 1.581252574920654297e+01
5.920000000000000000e+02 2.880000000000000000e+02 1.911544799804687500e-02 1.579929161071777344e+01
6.080000000000000000e+02 2.880000000000000000e+02 2.587699890136718750e-02 1.580518817901611328e+01
6.240000000000000000e+02 2.880000000000000000e+02 2.333259582519531250e-02 1.582335567474365234e+01
6.400000000000000000e+02 2.880000000000000000e+02 5.132484436035156250e-02 1.586808013916015625e+01
6.560000000000000000e+02 2.880000000000000000e+02 7.608985900878906250e-02 1.587330055236816406e+01
6.720000000000000000e+02 2.880000000000000000e+02 1.037197113037109375e-01 1.582104682922363281e+01
1.600000000000000000e+01 3.040000000000000000e+02 -2.297058105468750000e-01 1.611183357238769531e+01
3.200000000000000000e+01 3.040000000000000000e+02 -3.639030456542968750e-01 1.615515708923339844e+01
4.800000000000000000e+01 3.040000000000000000e+02 -5.724925994873046875e-01 1.619591522216796875e+01
6.400000000000000000e+01 3.040000000000000000e+02 -8.104820251464843750e-01 1.625718498229980469e+01
8.000000000000000000e+01 3.040000000000000000e+02 -1.044618606567382812e+00 1.626604652404785156e+01
9.600000000000000000e+01 3.040000000000000000e+02 -1.148307800292968750e+00 1.624435234069824219e+01
1.120000000000000000e+02 3.040000000000000000e+02 -6.084880828857421875e-01 1.640332412719726562e+01
1.280000000000000000e+02 3.040000000000000000e+02 4.048061370849609375e-01 1.629629516601562500e+01
1.440000000000000000e+02 3.040000000000000000e+02 2.089542388916015625e+00 1.662659263610839844e+01
1.600000000000000000e+02 3.040000000000000000e+02 2.513786315917968750e+00 1.699245262145996094e+01
1.760000000000000000e+02 3.040000000000000000e+02 -9.153575897216796875e-01 1.481004142761230469e+01
1.920000000000000000e+02 3.040000000000000000e+02 -7.170402526855468750e+00 9.283327102661132812e+00
2.080000000000000000e+02 3.040000000000000000e+02 -9.671028137207031250e+00 9.464916229248046875e+00
2.240000000000000000e+02 3.040000000000000000e+02 -1.036122512817382812e+01 1.035073471069335938e+01
2.400000000000000000e+02 3.040000000000000000e+02 -1.066547203063964844e+01 1.102904891967773438e+01
2.560000000000000000e+02 3.040000000000000000e+02 -9.710060119628906250e+00 1.215389251708984375e+01
2.720000000000000000e+02 3.040000000000000000e+02 -8.527976989746093750e+00 1.276709175109863281e+01
2.880000000000000000e+02 3.040000000000000000e+02 -7.143253326416015625e+00 1.324666213989257812e+01
3.040000000000000000e+02 3.040000000000000000e+02 -5.815656661987304688e+00 1.361875915527343750e+01
3.200000000000000000e+02 3.040000000000000000e+02 -4.632532119750976562e+00 1.401692390441894531e+01
3.360000000000000000e+02 3.040000000000000000e+02 -3.667137145996093750e+00 1.429921722412109375e+01
3.520000000000000000e+02 3.040000000000000000e+02 -2.844038009643554688e+00 1.447615432739257812e+01
3.680000000000000000e+02 3.040000000000000000e+02 -2.189664840698242188e+00 1.467797088623046875e+01
3.840000000000000000e+02 3.040000000000000000e+02 -1.717813491821289062e+00 1.500849914550781250e+01
4.000000000000000000e+02 3.040000000000000000e+02 -1.339994430541992188e+00 1.515401268005371094e+01
4.160000000000000000e+02 3.040000000000000000e+02 -1.071001052856445312e+00 1.523155879974365234e+01
4.320000000000000000e+02 3.040000000000000000e+02 -8.379383087158203125e-01 1.539352703094482422e+01
4.480000000000000000e+02 3.040000000000000000e+02 -6.267890930175781250e-01 1.552347087860107422e+01
4.640000000000000000e+02 3.040000000000000000e+02 -4.417076110839843750e-01 1.560321140289306641e+01
4.800000000000000000e+02 3.040000000000000000e+02 -3.102741241455078125e-01 1.568844223022460938e+01
4.960000000000000000e+02 3.040000000000000000e+02 -2.262096405029296875e-01 1.572734832763671875e+01
5.120000000000000000e+02 3.040000000000000000e+02 -1.576557159423828125e-01 1.573379039764404297e+01
5.280000000000000000e+02 3.040000000000000000e+02 -1.098728179931640625e-01 1.576787471771240234e+01
5.440000000000000000e+02 3.040000000000000000e+02 -6.040000915527343750e-02 1.579969120025634766e+01
5.600000000000000000e+02 3.040000000000000000e+02 2.317428588867187500e-03 1.579043579101562500e+01
5.760000000000000000e+02 3.040000000000000000e+02 3.891563415527343750e-02 1.575252723693847656e+01
5.920000000000000000e+02 3.040000000000000000e+02 4.215431213378906250e-02 1.577567958831787109e+01
6.080000000000000000e+02 3.040000000000000000e+02 4.208564758300781250e-02 1.582250976562500000e+01
6.240000000000000000e+02 3.040000000000000000e+02 4.099273681640625000e-02 1.585156440734863281e+01
6.400000000000000000e+02 3.040000000000000000e+02 5.024719238281250000e-02 1.587165737152099609e+01
6.560000000000000000e+02 3.040000000000000000e+02 6.071090698242187500e-02 1.584160614013671875e+01
6.720000000000000000e+02 3.040000000000000000e+02 9.769439697265625000e-02 1.579343414306640625e+01
1.600000000000000000e+01 3.200000000000000000e+02 -1.970272064208984375e-01 1.623562431335449219e+01
3.200000000000000000e+01 3.200000000000000000e+02 -3.422088623046875000e-01 1.637581443786621094e+01
4.800000000000000000e+01 3.200000000000000000e+02 -5.097503662109375000e-01 1.646702003479003906e+01
6.400000000000000000e+01 3.200000000000000000e+02 -7.315750122070312500e-01 1.655402755737304688e+01
8.000000000000000000e+01 3.200000000000000000e+02 -1.015001296997070312e+00 1.671201705932617188e+01
9.600000000000000000e+01 3.200000000000000000e+02 -1.224807739257812500e+00 1.680554008483886719e+01
1.120000000000000000e+02 3.200000000000000000e+02 -7.573413848876953125e-01 1.689514160156250000e+01
1.280000000000000000e+02 3.200000000000000000e+02 -1.001277804374694824e+00 1.613043022155761719e+01
1.440000000000000000e+02 3.200000000000000000e+02 -2.086487054824829102e+00 1.531983757019042969e+01
1.600000000000000000e+02 3.200000000000000000e+02 1.825687408447265625e+00 1.817123413085937500e+01
1.760000000000000000e+02 3.200000000000000000e+02 -1.284048080444335938e+00 1.667298889160156250e+01
1.920000000000000000e+02 3.200000000000000000e+02 -6.493925094604492188e+00 1.266269874572753906e+01
2.080000000000000000e+02 3.200000000000000000e+02 -9.279945373535156250e+00 1.161824226379394531e+01
2.240000000000000000e+02 3.200000000000000000e+02 -9.934720993041992188e+00 1.114318656921386719e+01
2.400000000000000000e+02 3.200000000000000000e+02 -9.752740859985351562e+00 1.118110656738281250e+01
2.560000000000000000e+02 3.200000000000000000e+02 -9.312475204467773438e+00 1.139739799499511719e+01
2.720000000000000000e+02 3.200000000000000000e+02 -8.266109466552734375e+00 1.177925300598144531e+01
2.880000000000000000e+02 3.200000000000000000e+02 -6.851819992065429688e+00 1.216927719116210938e+01
3.040000000000000000e+02 3.200000000000000000e+02 -5.390766143798828125e+00 1.247764015197753906e+01
3.200000000000000000e+02 3.200000000000000000e+02 -4.239946365356445312e+00 1.295550155639648438e+01
3.360000000000000000e+02 3.200000000000000000e+02 -3.326814651489257812e+00 1.338521575927734375e+01
3.520000000000000000e+02 3.200000000000000000e+02 -2.570728302001953125e+00 1.373635292053222656e+01
3.680000000000000000e+02 3.200000000000000000e+02 -1.950283050537109375e+00 1.409080696105957031e+01
3.840000000000000000e+02 3.200000000000000000e+02 -1.508955001831054688e+00 1.451525306701660156e+01
4.000000000000000000e+02 3.200000000000000000e+02 -1.137125015258789062e+00 1.475901794433593750e+01
4.160000000000000000e+02 3.200000000000000000e+02 -8.729209899902343750e-01 1.497786712646484375e+01
4.320000000000000000e+02 3.200000000000000000e+02 -6.356983184814453125e-01 1.517442131042480469e+01
4.480000000000000000e+02 3.200000000000000000e+02 -4.549179077148437500e-01 1.529565715789794922e+01
4.640000000000000000e+02 3.200000000000000000e+02 -3.405303955078125000e-01 1.537725067138671875e+01
4.800000000000000000e+02 3.200000000000000000e+02 -2.418537139892578125e-01 1.549651050567626953e+01
4.960000000000000000e+02 3.200000000000000000e+02 -1.805248260498046875e-01 1.557398700714111328e+01
5.120000000000000000e+02 3.200000000000000000e+02 -1.230773925781250000e-01 1.561440086364746094e+01
5.280000000000000000e+02 3.200000000000000000e+02 -8.393478393554687500e-02 1.567958164215087891e+01
5.440000000000000000e+02 3.200000000000000000e+02 -4.591369628906250000e-02 1.574471282958984375e+01
5.600000000000000000e+02 3.200000000000000000e+02 3.187179565429687500e-03 1.574385738372802734e+01
5.760000000000000000e+02 3.200000000000000000e+02 5.998420715332031250e-02 1.568984031677246094e+01
5.920000000000000000e+02 3.200000000000000000e+02 6.987953186035156250e-02 1.574107837677001953e+01
6.080000000000000000e+02 3.200000000000000000e+02 5.779266357421875000e-02 1.582524299621582031e+01
6.240000000000000000e+02 3.200000000000000000e+02 5.165290832519531250e-02 1.587357807159423828e+01
6.400000000000000000e+02 3.200000000000000000e+02 6.929779052734375000e-02 1.586787986755371094e+01
6.560000000000000000e+02 3.200000000000000000e+02 9.149742126464843750e-02 1.581396198272705078e+01
6.720000000000000000e+02 3.200000000000000000e+02 1.020069122314453125e-01 1.579375171661376953e+01
1.600000000000000000e+01 3.360000000000000000e+02 -1.316032409667968750e-01 1.639280128479003906e+01
3.200000000000000000e+01 3.360000000000000000e+02 -2.489681243896484375e-01 1.660354804992675781e+01
4.800000000000000000e+01 3.360000000000000000e+02 -3.620796203613281250e-01 1.675733947753906250e+01
6.400000000000000000e+01 3.360000000000000000e+02 -4.883537292480468750e-01 1.690895462036132812e+01
8.000000000000000000e+01 3.360000000000000000e+02 -7.492446899414062500e-01 1.720946502685546875e+01
9.600000000000000000e+01 3.360000000000000000e+02 -1.089681625366210938e+00 1.744205665588378906e+01
1.120000000000000000e+02 3.360000000000000000e+02 -9.536437988281250000e-01 1.759228324890136719e+01
1.280000000000000000e+02 3.360000000000000000e+02 -8.555704355239868164e-01 1.655328559875488281e+01
1.440000000000000000e+02 3.360000000000000000e+02 -5.273380279541015625e-01 1.271298408508300781e+01
1.600000000000000000e+02 3.360000000000000000e+02 -3.191884040832519531e+00 1.514875888824462891e+01
1.760000000000000000e+02 3.360000000000000000e+02 -4.085689067840576172e+00 1.420321846008300781e+01
1.920000000000000000e+02 3.360000000000000000e+02 -7.802835464477539062e+00 1.523114967346191406e+01
2.080000000000000000e+02 3.360000000000000000e+02 -1.018769454956054688e+01 1.440502357482910156e+01
2.240000000000000000e+02 3.360000000000000000e+02 -1.004168510437011719e+01 1.293718910217285156e+01
2.400000000000000000e+02 3.360000000000000000e+02 -1.020621490478515625e+01 1.212891769409179688e+01
2.560000000000000000e+02 3.360000000000000000e+02 -9.485635757446289062e+00 1.163838386535644531e+01
2.720000000000000000e+02 3.360000000000000000e+02 -8.360052108764648438e+00 1.165014457702636719e+01
2.880000000000000000e+02 3.360000000000000000e+02 -6.651388168334960938e+00 1.160344696044921875e+01
3.040000000000000000e+02 3.360000000000000000e+02 -4.961614608764648438e+00 1.169120407104492188e+01
3.200000000000000000e+02 3.360000000000000000e+02 -3.698232650756835938e+00 1.211141777038574219e+01
3.360000000000000000e+02 3.360000000000000000e+02 -2.820156097412109375e+00 1.262165260314941406e+01
3.520000000000000000e+02 3.360000000000000000e+02 -2.138788223266601562e+00 1.316188430786132812e+01
3.680000000000000000e+02 3.360000000000000000e+02 -1.583709716796875000e+00 1.363916587829589844e+01
3.840000000000000000e+02 3.360000000000000000e+02 -1.191419601440429688e+00 1.410284423828125000e+01
4.000000000000000000e+02 3.360000000000000000e+02 -8.820495605468750000e-01 1.445215415954589844e+01
4.160000000000000000e+02 3.360000000000000000e+02 -6.330699920654296875e-01 1.477139663696289062e+01
4.320000000000000000e+02 3.360000000000000000e+02 -4.237308502197265625e-01 1.500186157226562500e+01
4.480000000000000000e+02 3.360000000000000000e+02 -2.910308837890625000e-01 1.512217044830322266e+01
4.640000000000000000e+02 3.360000000000000000e+02 -2.137870788574218750e-01 1.523599147796630859e+01
4.800000000000000000e+02 3.360000000000000000e+02 -1.567382812500000000e-01 1.537746715545654297e+01
4.960000000000000000e+02 3.360000000000000000e+02 -1.267166137695312500e-01 1.546821784973144531e+01
5.120000000000000000e+02 3.360000000000000000e+02 -8.680534362792968750e-02 1.552362632751464844e+01
5.280000000000000000e+02 3.360000000000000000e+02 -5.298233032226562500e-02 1.558182907104492188e+01
5.440000000000000000e+02 3.360000000000000000e+02 -2.537727355957031250e-02 1.564352416992187500e+01
5.600000000000000000e+02 3.360000000000000000e+02 1.123046875000000000e-02 1.567658424377441406e+01
5.760000000000000000e+02 3.360000000000000000e+02 7.868003845214843750e-02 1.567922019958496094e+01
5.920000000000000000e+02 3.360000000000000000e+02 8.820343017578125000e-02 1.572683906555175781e+01
6.080000000000000000e+02 3.360000000000000000e+02 6.384086608886718750e-02 1.581716251373291016e+01
6.240000000000000000e+02 3.360000000000000000e+02 7.044219970703125000e-02 1.585919189453125000e+01
6.400000000000000000e+02 3.360000000000000000e+02 9.761810302734375000e-02 1.584380435943603516e+01
6.560000000000000000e+02 3.360000000000000000e+02 1.151161193847656250e-01 1.582385349273681641e+01
6.720000000000000000e+02 3.360000000000000000e+02 1.187553405761718750e-01 1.583151149749755859e+01
1.600000000000000000e+01 3.520000000000000000e+02 -1.579284667968750000e-03 1.642620277404785156e+01
3.200000000000000000e+01 3.520000000000000000e+02 -7.211875915527343750e-02 1.670303344726562500e+01
4.800000000000000000e+01 3.520000000000000000e+02 -1.307640075683593750e-01 1.693157577514648438e+01
6.400000000000000000e+01 3.520000000000000000e+02 -2.248477935791015625e-01 1.720603370666503906e+01
