TITLE = "PIV"
VARIABLES = "x", "y", "u", "v"
ZONE T="0", I=75, J=42
2.400000000000000000e+02 3.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.560000000000000000e+02 3.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.720000000000000000e+02 3.200000000000000000e+01 3.360523700714111328e+00 2.078222656250000000e+01
2.880000000000000000e+02 3.200000000000000000e+01 4.044891357421875000e+00 1.881885147094726562e+01
3.040000000000000000e+02 3.200000000000000000e+01 5.217081069946289062e+00 1.457375526428222656e+01
3.200000000000000000e+02 3.200000000000000000e+01 3.480245590209960938e+00 1.744825744628906250e+01
3.360000000000000000e+02 3.200000000000000000e+01 3.050338745117187500e+00 1.672646903991699219e+01
3.520000000000000000e+02 3.200000000000000000e+01 2.438091278076171875e+00 1.645450019836425781e+01
3.680000000000000000e+02 3.200000000000000000e+01 1.972700119018554688e+00 1.635992240905761719e+01
3.840000000000000000e+02 3.200000000000000000e+01 1.882617950439453125e+00 1.664888381958007812e+01
4.000000000000000000e+02 3.200000000000000000e+01 1.638120651245117188e+00 1.649103164672851562e+01
4.160000000000000000e+02 3.200000000000000000e+01 1.322731018066406250e+00 1.632276725769042969e+01
4.320000000000000000e+02 3.200000000000000000e+01 1.185815811157226562e+00 1.612205505371093750e+01
4.480000000000000000e+02 3.200000000000000000e+01 1.035684585571289062e+00 1.610515785217285156e+01
4.640000000000000000e+02 3.200000000000000000e+01 8.027439117431640625e-01 1.634019088745117188e+01
4.800000000000000000e+02 3.200000000000000000e+01 5.870647430419921875e-01 1.628745651245117188e+01
4.960000000000000000e+02 3.200000000000000000e+01 3.516006469726562500e-01 1.618173980712890625e+01
5.120000000000000000e+02 3.200000000000000000e+01 3.005771636962890625e-01 1.613179779052734375e+01
5.280000000000000000e+02 3.200000000000000000e+01 4.330062866210937500e-01 1.606674957275390625e+01
5.440000000000000000e+02 3.200000000000000000e+01 4.351062774658203125e-01 1.591814804077148438e+01
5.600000000000000000e+02 3.200000000000000000e+01 4.482936859130859375e-01 1.582561969757080078e+01
5.760000000000000000e+02 3.200000000000000000e+01 5.093574523925781250e-01 1.585528659820556641e+01
5.920000000000000000e+02 3.200000000000000000e+01 5.516033172607421875e-01 1.579405689239501953e+01
6.080000000000000000e+02 3.200000000000000000e+01 5.101032257080078125e-01 1.586572074890136719e+01
6.240000000000000000e+02 3.200000000000000000e+01 3.628005981445312500e-01 1.588311195373535156e+01
6.400000000000000000e+02 3.200000000000000000e+01 1.722164154052734375e-01 1.602310943603515625e+01
6.560000000000000000e+02 3.200000000000000000e+01 3.101348876953125000e-02 1.620953178405761719e+01
6.720000000000000000e+02 3.200000000000000000e+01 7.081604003906250000e-02 1.599054718017578125e+01
1.600000000000000000e+01 4.800000000000000000e+01 -7.374229431152343750e-01 1.641532135009765625e+01
3.200000000000000000e+01 4.800000000000000000e+01 -8.621082305908203125e-01 1.646660995483398438e+01
4.800000000000000000e+01 4.800000000000000000e+01 -9.656295776367187500e-01 1.662969207763671875e+01
6.400000000000000000e+01 4.800000000000000000e+01 -1.100120544433593750e+00 1.678096771240234375e+01
8.000000000000000000e+01 4.800000000000000000e+01 -1.324331283569335938e+00 1.699801063537597656e+01
9.600000000000000000e+01 4.800000000000000000e+01 -1.750000000000000000e+00 1.723859024047851562e+01
1.120000000000000000e+02 4.800000000000000000e+01 -2.211706161499023438e+00 1.744012069702148438e+01
1.280000000000000000e+02 4.800000000000000000e+01 -2.792940139770507812e+00 1.784228134155273438e+01
1.440000000000000000e+02 4.800000000000000000e+01 -3.672338485717773438e+00 1.855358314514160156e+01
1.600000000000000000e+02 4.800000000000000000e+01 -4.878511428833007812e+00 1.943907928466796875e+01
1.760000000000000000e+02 4.800000000000000000e+01 -5.128865718841552734e+00 1.935089111328125000e+01
1.920000000000000000e+02 4.800000000000000000e+01 -6.368987083435058594e+00 1.919692230224609375e+01
2.080000000000000000e+02 4.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.240000000000000000e+02 4.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.400000000000000000e+02 4.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.560000000000000000e+02 4.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.720000000000000000e+02 4.800000000000000000e+01 2.904082059860229492e+00 2.146616363525390625e+01
2.880000000000000000e+02 4.800000000000000000e+01 -8.001041412353515625e-01 2.386926269531250000e+01
3.040000000000000000e+02 4.800000000000000000e+01 4.917518615722656250e+00 1.755805015563964844e+01
3.200000000000000000e+02 4.800000000000000000e+01 3.718446731567382812e+00 1.707739639282226562e+01
3.360000000000000000e+02 4.800000000000000000e+01 2.921878814697265625e+00 1.711816596984863281e+01
3.520000000000000000e+02 4.800000000000000000e+01 2.447362899780273438e+00 1.694399261474609375e+01
